record_id,parcel_id_raw,parcel_id_clean,parcel_id_type,flag_category,flag_reason,current_holder,prior_party,location,area,commission_recommendation,source_volume,source_page,flag_source_csv,notes,forest,reserved_use,current_use,allottee_id,allottee_address,legal_gazette_notice,registration_date,title_issue_date,status,needs_manual_review
annex_06_nakuru_kapsita_elburgon_forest_excision_1145,667,KAPSITA_ELBURGON/667,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Simon K. Mburu,,Kapsita Elburgon,2.0,,2,146,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,,,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1146,668,KAPSITA_ELBURGON/668,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Gladys Waigumo Nyogoro,,Kapsita Elburgon,2.0,,2,146,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 13/7/2000 and Title deed issued and transferred,Kapsita Elburgon,,,1331045,"1877, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1147,670,KAPSITA_ELBURGON/670,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Peter Muchiri Muriuki,,Kapsita Elburgon,4.0,,2,146,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,5176064,"109, Thika",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1148,669,KAPSITA_ELBURGON/669,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Naftali I. Kivihya John Warchungo Ihururu,,Kapsita Elburgon,2.0,,2,146,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Transferred on 10/1/2001 and Title deed issued,Kapsita Elburgon,,,"0328923, 1373319","304, Kipkaren River 58, Mau Narok",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1149,672,KAPSITA_ELBURGON/672,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Mwaura Ngua,,Kapsita Elburgon,2.02,,2,146,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 24/2/2000 Title deed issued on 25/2/2000 Not transferred,Kapsita Elburgon,,,4723378,"62, Elburgon",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1150,671,KAPSITA_ELBURGON/671,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Gitimu Musayia,,Kapsita Elburgon,2.0,,2,146,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,,"938, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1151,674,KAPSITA_ELBURGON/674,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,John Muigai Gatimu,,Kapsita Elburgon,2.0,,2,146,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,4286878,"12, Molo",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1152,673,KAPSITA_ELBURGON/673,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Morris Barasa,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,11328434,"394, Molo",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1153,676,KAPSITA_ELBURGON/676,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Njuguna Ngungi,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 2/5/2000 and Title deed issued. Not transferred,Kapsita Elburgon,,,,,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1154,675,KAPSITA_ELBURGON/675,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Jesse Kimani Njoroge and Shem Mureithi Muraya,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,4602174,"498, Molo",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1155,678,KAPSITA_ELBURGON/678,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Jeriah Onsombi Kebati,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0322008,"12658, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1156,677,KAPSITA_ELBURGON/677,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Miriam Gatiye,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0853446,Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1157,679,KAPSITA_ELBURGON/679,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,John Christopher Munguti Elizabeth Areba Morris Barasa,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Transferred on 8/1/2002 and Title deed issued,Kapsita Elburgon,,,"4828582, 4578303, 11328434","28, Nakuru 14409, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1158,579,KAPSITA_ELBURGON/579,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Ibrahim Gitono Kariuki,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,,Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1159,680,KAPSITA_ELBURGON/680,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Peter Muriuki Ndegwa Peterson Mwangi Njiru,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Transferred on 25/9/2001 and Title deed issued,Kapsita Elburgon,,,"7635619, 5336581","69, Murang'a 12819, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1160,681,KAPSITA_ELBURGON/681,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,R. Wanjiru Njoroge Kamau,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0852773,"938, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1161,684,KAPSITA_ELBURGON/684,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Jack Mwangi Ndirangu,,Kapsita Elburgon,2.0,,2,147,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued Restriction on 5/4/2000 – No dealings with the parcel see family's letter in the C/F Not transferred,Kapsita Elburgon,,,0729815,"10075, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1162,682,KAPSITA_ELBURGON/682,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,John Gichuki Mundia,,Kapsita Elburgon,2.0,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued On 16/8/2001 note: charge No. 1 contains an agreement in terms of Section 70 of R.L.A Not transferred,Kapsita Elburgon,,,1251881,"607, Kapsabet",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1163,686,KAPSITA_ELBURGON/686,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Samuel Wambugu Muchemi,,Kapsita Elburgon,2.02,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,3391300,"17003, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1164,685,KAPSITA_ELBURGON/685,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Peterson Mwangi Njiru,,Kapsita Elburgon,2.02,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,5336581,"12819, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1165,687,KAPSITA_ELBURGON/687,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Peter Ngigi Gacheru,,Kapsita Elburgon,2.0,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0855051,"9553, Lanet",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1166,688,KAPSITA_ELBURGON/688,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Mary Wanjiru Ruga,,Kapsita Elburgon,2.0,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 Title deed re-issued on 18/9/2000. Not transferred,Kapsita Elburgon,,,0554286,"62, Elburgon",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1167,690,KAPSITA_ELBURGON/690,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,James Kiarie Kingori,,Kapsita Elburgon,2.02,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 24/11/99 and Title deed issued. Not transferred,Kapsita Elburgon,,,6991767,"25, Elburgon",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1168,689,KAPSITA_ELBURGON/689,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,John Gathiru Kariuki Peter Karuga Kariuki,,Kapsita Elburgon,2.0,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Transferred on 16/7/97 and Title deed issued,Kapsita Elburgon,,,"0259753, 2796921","16, Elburgon 24, Elburgon",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1169,693,KAPSITA_ELBURGON/693,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Paul Njagi Waracho,,Kapsita Elburgon,2.0,,2,148,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,4821276,"938, Nakuru",,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1170,691,KAPSITA_ELBURGON/691,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,James Mwangi Nganga Joseph Ngugi,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,"0855062, 11462770",267 Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1171,696,KAPSITA_ELBURGON/696,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Julia Wanjiru Thuo,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 14/6/02 and Title deed issued on 26/6/02. Not transferred,Kapsita Elburgon,,,6861851,10072 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1172,695,KAPSITA_ELBURGON/695,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Esther Mugure Maina,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 27/10/99 and Title deed issued. Not transferred,Kapsita Elburgon,,,3637458,58 Mau Narok,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1173,698,KAPSITA_ELBURGON/698,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Moses Kinuthia Munderu,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. On 19/6/2000 transferred to Simon Minathi ID/22202152 of Box 281 Nakuru and Title deed issued. On 20/8/03 transferred to Susan N. Nyaribo ID/6039605 of Box 14014 Nakuru and Title deed issued,Kapsita Elburgon,,,,62 Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1174,697,KAPSITA_ELBURGON/697,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Mathera Maina,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0745930,90 Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1175,700,KAPSITA_ELBURGON/700,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Mary Njoki Geoferey Mbugua,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 5/7/99 and Title deed issued. Not transferred,Kapsita Elburgon,,,,452 Molo,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1176,699,KAPSITA_ELBURGON/699,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Waweru Kamau Kariuki,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 27/10/99 and Title deed issued. Not transferred,Kapsita Elburgon,,,0858584,71 Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1177,702,KAPSITA_ELBURGON/702,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Elizabeth Wangari Kiarie,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0855872,58 Subukia,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1178,701,KAPSITA_ELBURGON/701,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Boniface Kamala,,Kapsita Elburgon,2.0,,2,149,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,2124537,372 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1179,704,KAPSITA_ELBURGON/704,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Esther Wanjiru Mwangi,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0853747,40 Kiamwangi,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1180,703,KAPSITA_ELBURGON/703,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Julius Allan Mwangi Kinyari,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 21/5/2002 and Title deed issued. Not transferred,Kapsita Elburgon,,,0728882/63,10454 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1181,706,KAPSITA_ELBURGON/706,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Alice Wanjiku Ngaima,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,,938 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1182,705,KAPSITA_ELBURGON/705,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Rose Gathoni Mwangi,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0854350,,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1183,708,KAPSITA_ELBURGON/708,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Mwangi Maina,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,,268 Ol-kaouu,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1184,707,KAPSITA_ELBURGON/707,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Stephen G. Mutun,,Kapsita Elburgon,3.95,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. On 25/5/2001 transferred to Fredrick Chege Ndogo ID/4273310 of Box 397 Elb. and Title deed issued,Kapsita Elburgon,,,3496667,175 Timau,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1185,710,KAPSITA_ELBURGON/710,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Ndugwa Chalo,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0855620,134 Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1186,709,KAPSITA_ELBURGON/709,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Geoffrey Muraya Githi,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued on 13/5/2003. Not transferred,Kapsita Elburgon,,,0855710,7205 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1187,713,KAPSITA_ELBURGON/713,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Mary Nyambura Gachuru,,Kapsita Elburgon,2.0,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,5981667,938 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1188,711,KAPSITA_ELBURGON/711,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Pauline Wangare Njeru,,Kapsita Elburgon,2.02,,2,150,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 22/2/2000 and Title deed issued on 29/2/2000. Not transferred,Kapsita Elburgon,,,0854842,29 Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1189,715,KAPSITA_ELBURGON/715,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Francis Njuguna Kimani,,Kapsita Elburgon,2.0,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 6/4/2000 and Title deed issued. Not transferred,Kapsita Elburgon,,,2953121,91 Marangaini,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1190,714,KAPSITA_ELBURGON/714,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Raphael Ndungu Githinji,,Kapsita Elburgon,2.0,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,Deceased,20 Kijabe,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1191,717,KAPSITA_ELBURGON/717,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Lesbon Arita,,Kapsita Elburgon,2.02,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,7401918,394 Molo,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1192,716,KAPSITA_ELBURGON/716,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Joshua Onderi Ombogo,,Kapsita Elburgon,2.0,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,5820813,4318 Nairobi,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1193,720,KAPSITA_ELBURGON/720,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Wangechi Ngatia,,Kapsita Elburgon,2.0,Registered on 16/7/97 and Title deed (surrender and canceled) Re-issued on 3/1/2001. Not transferred,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,,Kapsita Elburgon,,,,938 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1194,718,KAPSITA_ELBURGON/718,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Wangari Muchiri,,Kapsita Elburgon,2.0,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0853649,Box Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1195,723,KAPSITA_ELBURGON/723,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Geoferey Njuguna Mwaniki,,Kapsita Elburgon,2.0,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,0616531,82 Miharati,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1196,722,KAPSITA_ELBURGON/722,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Peter Kinyanjui Kigia,,Kapsita Elburgon,2.0,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,5926621,938 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1197,725,KAPSITA_ELBURGON/725,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Gladys W. Giathi,,Kapsita Elburgon,2.0,,2,151,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. On 6/6/200 transferred to Alex Maina Mbugua ID/4275920 and Peter Karanja Muchumi ID/1337175 of Box 480 Molo and Title deed issed,Kapsita Elburgon,,,12418917,16557 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1198,724,KAPSITA_ELBURGON/724,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Waycle General Marchants,,Kapsita Elburgon,2.02,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. On 7/2/2001 transferred to Paul Mathea Karuiki ID/1603611 of Box 1022 Kisumu and Title deed issued,Kapsita Elburgon,,,,2391 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1199,727,KAPSITA_ELBURGON/727,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,David N. Ngugi,,Kapsita Elburgon,3.95,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. On 13/2/2002 Geoffrey Muraya Githii ID/0855710 of Box 7205 Nakuru and Title deed issued,Kapsita Elburgon,,,7002922,170 Nyahururu,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1200,728,KAPSITA_ELBURGON/728,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Joseph Guyo,,Kapsita Elburgon,2.02,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 3/11/2000 and Title deed issued. Not transferred,Kapsita Elburgon,,,0021256,,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1201,728,KAPSITA_ELBURGON/728,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Godferey Gitonga Ndirangu,,Kapsita Elburgon,2.0,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,3504275,2723 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1202,729,KAPSITA_ELBURGON/729,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Lucy Njoki Kihoto,,Kapsita Elburgon,2.02,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title issued. Not transferred,Kapsita Elburgon,,,0346191,1734 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1203,730,KAPSITA_ELBURGON/730,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Ducan Ireri Kaunyu,,Kapsita Elburgon,2.0,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Restriction No deacinas should be registered against this title without the consent of Peter Lingori Thare Box 62 Elburgon on 16/7/2001,Kapsita Elburgon,,,0988712,10281 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1204,731,KAPSITA_ELBURGON/731,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Jane Wambui Munene,,Kapsita Elburgon,2.0,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,1104368,938 Nakuru,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1205,733,KAPSITA_ELBURGON/733,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Kizito Makokha Wanzala,,Kapsita Elburgon,2.0,,2,152,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. On 17/3/2000 transferred to Wilberforce Luchiri Murruka ID 0083696 of 3252 Nakuru and Title deed issued,Kapsita Elburgon,,,1387890,81 Busia,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1206,732,KAPSITA_ELBURGON/732,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Joseph Muchai Nganga John Chege Kimani,,Kapsita Elburgon,2.0,,2,153,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,"4294422, 7169471",91 Njoro,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1207,735,KAPSITA_ELBURGON/735,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Belta N. Kisengo,,Kapsita Elburgon,2.0,,2,153,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,9045179,216 Elburgon,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1208,734,KAPSITA_ELBURGON/734,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Peter Mwangi Ndungu,,Kapsita Elburgon,2.0,,2,153,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title deed issued. Not transferred,Kapsita Elburgon,,,8617318,547 Bungoma,,,,,0
annex_06_nakuru_kapsita_elburgon_forest_excision_1209,738,KAPSITA_ELBURGON/738,plot,forest_excision_allotment,Plot allocated in excised Kapsita Elburgon Forest,Rasso Dido,,Kapsita Elburgon,2.0,,2,153,annex_06_nakuru_kapsita_elburgon_forest_excision.csv,Registered on 16/7/97 and Title issued. Not transferred,Kapsita Elburgon,,,,"Box 3654, Nakuru",,,,,0
