record_id,parcel_id_raw,parcel_id_clean,parcel_id_type,flag_category,flag_reason,current_holder,prior_party,location,area,commission_recommendation,source_volume,source_page,flag_source_csv,notes,key_scope,parcel_display,needs_manual_review
annex_01_company_0298,Kelmas Investment,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kelmas Investment,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kelmas Investment,0
annex_01_company_0299,Ken Tools Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Ken Tools Ltd.,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Ken Tools Ltd.,0
annex_01_company_0300,Kenamor Holdings Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenamor Holdings Ltd,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenamor Holdings Ltd,0
annex_01_company_0301,Kenmosa Holdings Co. Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenmosa Holdings Co. Ltd.,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenmosa Holdings Co. Ltd.,0
annex_01_company_0302,Kenol Petrol Station,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenol Petrol Station,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenol Petrol Station,0
annex_01_company_0303,Kenon Enter. Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenon Enter. Ltd.,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenon Enter. Ltd.,0
annex_01_company_0304,Kenya Containers Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenya Containers Ltd,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenya Containers Ltd,0
annex_01_company_0305,Kenya Hotels Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenya Hotels Ltd,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenya Hotels Ltd,0
annex_01_company_0306,Kenya Re-Insurance Co. Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenya Re-Insurance Co. Ltd,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenya Re-Insurance Co. Ltd,0
annex_01_company_0307,Kenya Tyres Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kenya Tyres Ltd,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kenya Tyres Ltd,0
annex_01_company_0308,Kerio Farms Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kerio Farms Ltd,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kerio Farms Ltd,0
annex_01_company_0309,Kiambu Dandora Farmers Company,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kiambu Dandora Farmers Company,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kiambu Dandora Farmers Company,0
annex_01_company_0310,Kiaruhi Investment,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kiaruhi Investment,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kiaruhi Investment,0
annex_01_company_0311,Kibelsoi Investments,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kibelsoi Investments,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kibelsoi Investments,0
annex_01_company_0312,Kibera Cinema Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kibera Cinema Limited,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kibera Cinema Limited,0
annex_01_company_0313,Kigowor(K)Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kigowor(K)Ltd.,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kigowor(K)Ltd.,0
annex_01_company_0314,Kihuro Holdings Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kihuro Holdings Limited,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kihuro Holdings Limited,0
annex_01_company_0315,Kima Nico Farm,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kima Nico Farm,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kima Nico Farm,0
annex_01_company_0316,Kimmo Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kimmo Limited,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kimmo Limited,0
annex_01_company_0317,Kingsway Motors (K) Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kingsway Motors (K) Ltd,,,,,1,13,annex_01_companies_alloacted_land.csv,,none,Kingsway Motors (K) Ltd,0
annex_01_company_0318,Kipkenda Investments,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kipkenda Investments,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kipkenda Investments,0
annex_01_company_0319,Kipsinende Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kipsinende Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kipsinende Ltd,0
annex_01_company_0320,Kipsirgoi Invest. Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kipsirgoi Invest. Ltd.,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kipsirgoi Invest. Ltd.,0
annex_01_company_0321,Kiptagich Tea Estates Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kiptagich Tea Estates Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kiptagich Tea Estates Ltd,0
annex_01_company_0322,Kisima Management Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kisima Management Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kisima Management Ltd,0
annex_01_company_0323,Kisomok Traders,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kisomok Traders,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kisomok Traders,0
annex_01_company_0324,Kitambo Agencies Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kitambo Agencies Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kitambo Agencies Ltd,0
annex_01_company_0325,Kitisuru Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kitisuru Limited,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kitisuru Limited,0
annex_01_company_0326,Kizira Investiment,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kizira Investiment,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kizira Investiment,0
annex_01_company_0327,Kiztra Investment,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kiztra Investment,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kiztra Investment,0
annex_01_company_0328,Kogna Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kogna Limited,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kogna Limited,0
annex_01_company_0329,Komakos Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Komakos Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Komakos Ltd,0
annex_01_company_0330,Komora Holding Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Komora Holding Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Komora Holding Ltd,0
annex_01_company_0331,Kona Njoro Firm,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kona Njoro Firm,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kona Njoro Firm,0
annex_01_company_0332,Kooto (Kenya) Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kooto (Kenya) Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kooto (Kenya) Ltd,0
annex_01_company_0333,Kowloon Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kowloon Limited,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kowloon Limited,0
annex_01_company_0334,Kozi Investment Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kozi Investment Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kozi Investment Ltd,0
annex_01_company_0335,Desahe Investment Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Desahe Investment Limited,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Desahe Investment Limited,0
annex_01_company_0336,Tahir Sheik Said Investment,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Tahir Sheik Said Investment,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Tahir Sheik Said Investment,0
annex_01_company_0337,Krystalline Salt Works Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Krystalline Salt Works Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Krystalline Salt Works Ltd,0
annex_01_company_0338,Kulaka Agencies Ltd;,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kulaka Agencies Ltd;,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kulaka Agencies Ltd;,0
annex_01_company_0339,Kutus Saw Mill Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kutus Saw Mill Ltd.,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kutus Saw Mill Ltd.,0
annex_01_company_0340,Kwaai Water Enterprice Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Kwaai Water Enterprice Ltd.,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Kwaai Water Enterprice Ltd.,0
annex_01_company_0341,La Pieve Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,La Pieve Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,La Pieve Ltd,0
annex_01_company_0342,Laiti Traders Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Laiti Traders Limited,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Laiti Traders Limited,0
annex_01_company_0343,Lally Farm Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lally Farm Limited,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Lally Farm Limited,0
annex_01_company_0344,Lamu Enterprises Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lamu Enterprises Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Lamu Enterprises Ltd,0
annex_01_company_0345,Lassy Enterprises Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lassy Enterprises Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Lassy Enterprises Ltd,0
annex_01_company_0346,Le Kuna co Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Le Kuna co Ltd.,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Le Kuna co Ltd.,0
annex_01_company_0347,Leap Investments,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Leap Investments,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Leap Investments,0
annex_01_company_0348,Leberio Farm Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Leberio Farm Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Leberio Farm Ltd,0
annex_01_company_0349,Leltaet Flowers,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Leltaet Flowers,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Leltaet Flowers,0
annex_01_company_0350,LEMU Company Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,LEMU Company Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,LEMU Company Ltd,0
annex_01_company_0351,Lessan Hardwares Company Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lessan Hardwares Company Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Lessan Hardwares Company Ltd,0
annex_01_company_0352,Lewinson Enterprises Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lewinson Enterprises Ltd,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Lewinson Enterprises Ltd,0
annex_01_company_0353,Lewisen Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lewisen Enterprises,,,,,1,14,annex_01_companies_alloacted_land.csv,,none,Lewisen Enterprises,0
annex_01_company_0354,Leyko Driving School,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Leyko Driving School,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Leyko Driving School,0
annex_01_company_0355,Lima Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lima Limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Lima Limited,0
annex_01_company_0356,Linrose Investment Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Linrose Investment Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Linrose Investment Ltd,0
annex_01_company_0357,Linto Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Linto Limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Linto Limited,0
annex_01_company_0358,Little Meadows,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Little Meadows,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Little Meadows,0
annex_01_company_0359,Loresho Ridge Nursery School Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Loresho Ridge Nursery School Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Loresho Ridge Nursery School Ltd,0
annex_01_company_0360,Lubichi Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lubichi Enterprises,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Lubichi Enterprises,0
annex_01_company_0361,Lubids Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lubids Enterprises,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Lubids Enterprises,0
annex_01_company_0362,Lukuyani Enterprises Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lukuyani Enterprises Limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Lukuyani Enterprises Limited,0
annex_01_company_0363,Lunda Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lunda Enterprises,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Lunda Enterprises,0
annex_01_company_0364,Lwiney Agencis Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lwiney Agencis Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Lwiney Agencis Ltd,0
annex_01_company_0365,Lyonnaise Developerd Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Lyonnaise Developerd Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Lyonnaise Developerd Ltd,0
annex_01_company_0366,M K Holdings Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,M K Holdings Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,M K Holdings Ltd,0
annex_01_company_0367,MS Kamau Agencies Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,MS Kamau Agencies Ltd.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,MS Kamau Agencies Ltd.,0
annex_01_company_0368,M/S Kithaayani Invest. Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,M/S Kithaayani Invest. Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,M/S Kithaayani Invest. Ltd,0
annex_01_company_0369,M/s Match Designers Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,M/s Match Designers Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,M/s Match Designers Ltd,0
annex_01_company_0370,M/S Muranga Invest. Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,M/S Muranga Invest. Ltd.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,M/S Muranga Invest. Ltd.,0
annex_01_company_0371,M/S Simmi Tech.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,M/S Simmi Tech.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,M/S Simmi Tech.,0
annex_01_company_0372,M/S T. Investment Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,M/S T. Investment Ltd.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,M/S T. Investment Ltd.,0
annex_01_company_0373,Maac Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Maac Enterprises,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Maac Enterprises,0
annex_01_company_0374,Maanjen Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Maanjen Limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Maanjen Limited,0
annex_01_company_0375,Macheo Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Macheo Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Macheo Ltd,0
annex_01_company_0376,Maciazinex Africa Co. Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Maciazinex Africa Co. Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Maciazinex Africa Co. Ltd,0
annex_01_company_0377,Magneto Developpers Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Magneto Developpers Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Magneto Developpers Ltd,0
annex_01_company_0378,Magut Agencies Co. Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Magut Agencies Co. Ltd.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Magut Agencies Co. Ltd.,0
annex_01_company_0379,Maiya Consultants Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Maiya Consultants Ltd.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Maiya Consultants Ltd.,0
annex_01_company_0380,Maino Holdings,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Maino Holdings,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Maino Holdings,0
annex_01_company_0381,Maiya Consultants Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Maiya Consultants Ltd.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Maiya Consultants Ltd.,0
annex_01_company_0382,Makatiat Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Makatiat Limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Makatiat Limited,0
annex_01_company_0383,Makom Investment Ltd.,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Makom Investment Ltd.,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Makom Investment Ltd.,0
annex_01_company_0384,Makori Investment limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Makori Investment limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Makori Investment limited,0
annex_01_company_0385,Malan Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Malan Limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Malan Limited,0
annex_01_company_0386,Malar Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Malar Limited,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Malar Limited,0
annex_01_company_0387,Mamburui Investments Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mamburui Investments Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Mamburui Investments Ltd,0
annex_01_company_0388,Mamuge Properties Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mamuge Properties Ltd,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Mamuge Properties Ltd,0
annex_01_company_0389,Mamumu Agencies,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mamumu Agencies,,,,,1,15,annex_01_companies_alloacted_land.csv,,none,Mamumu Agencies,0
annex_01_company_0390,Mamusu Enterprises Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mamusu Enterprises Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mamusu Enterprises Ltd,0
annex_01_company_0391,Mana Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mana Enterprises,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mana Enterprises,0
annex_01_company_0392,Manchester Outfitters,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Manchester Outfitters,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Manchester Outfitters,0
annex_01_company_0393,Manchewa Enterprises Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Manchewa Enterprises Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Manchewa Enterprises Ltd,0
annex_01_company_0394,Manjen Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Manjen Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Manjen Ltd,0
annex_01_company_0395,Mansur Dharani & Others,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mansur Dharani & Others,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mansur Dharani & Others,0
annex_01_company_0396,Manyatta Paradise,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Manyatta Paradise,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Manyatta Paradise,0
annex_01_company_0397,Marignane Air Fret (K) Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Marignane Air Fret (K) Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Marignane Air Fret (K) Ltd,0
annex_01_company_0398,Marigold Properties Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Marigold Properties Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Marigold Properties Ltd,0
annex_01_company_0399,Marionson Holding Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Marionson Holding Limited,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Marionson Holding Limited,0
annex_01_company_0400,Mark Fam Investment Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mark Fam Investment Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mark Fam Investment Ltd,0
annex_01_company_0401,Markat Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Markat Enterprises,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Markat Enterprises,0
annex_01_company_0402,Mart Properties Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mart Properties Limited,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mart Properties Limited,0
annex_01_company_0403,Masagwe Enterprises Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Masagwe Enterprises Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Masagwe Enterprises Ltd,0
annex_01_company_0404,Masai Villas Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Masai Villas Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Masai Villas Ltd,0
annex_01_company_0405,Masor Investments Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Masor Investments Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Masor Investments Ltd,0
annex_01_company_0406,Masor Investments Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Masor Investments Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Masor Investments Ltd,0
annex_01_company_0407,Mathakua Developers Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mathakua Developers Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mathakua Developers Ltd,0
annex_01_company_0408,Matika Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Matika Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Matika Ltd,0
annex_01_company_0409,Maya Consultants Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Maya Consultants Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Maya Consultants Ltd,0
annex_01_company_0410,Mayfair Holdings,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mayfair Holdings,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mayfair Holdings,0
annex_01_company_0411,Mbimbra Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mbimbra Enterprises,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mbimbra Enterprises,0
annex_01_company_0412,Meat WholeSalers Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Meat WholeSalers Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Meat WholeSalers Ltd,0
annex_01_company_0413,Meatons (K) Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Meatons (K) Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Meatons (K) Ltd,0
annex_01_company_0414,Medipra Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Medipra Limited,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Medipra Limited,0
annex_01_company_0415,Meghi Shah & Sons Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Meghi Shah & Sons Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Meghi Shah & Sons Ltd,0
annex_01_company_0416,Memual Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Memual Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Memual Ltd,0
annex_01_company_0417,Menchewa Enterprises,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Menchewa Enterprises,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Menchewa Enterprises,0
annex_01_company_0418,Mental Sales Limited,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Mental Sales Limited,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Mental Sales Limited,0
annex_01_company_0419,Metropolitan Tea Brokers Ltd,,unknown,company_allocated_land,Company/entity listed as allocated land in the Ndung'u Report,Metropolitan Tea Brokers Ltd,,,,,1,16,annex_01_companies_alloacted_land.csv,,none,Metropolitan Tea Brokers Ltd,0
